tweets,class
"Denmark bans kosher and halal slaughter as minister says ‘animal rights come before religion’ http://t.co/hjGufXKNg6

@rickygervais #irony",irony
"She shouts to the world on a privately maintained platform. Meanwhile, gov't run systems are collapsing. #Irony https://t.co/mYeuZdgUXk",irony
"Credit card info stolen, and amongst other purchases, was one for http://t.co/zh8e1J6lmY,  ironic, no? #ironic",irony
"Boston, arguably one of the nation's greatest sports towns, rejects one of the world's greatest sports events. #Boston2024 #irony",irony
"Jst the other day ppl were busy destroying liquor, today another one has jst been lauched : Momentum Ice with Guarana, #Irony",irony
"@RaquelPaaluhi me and my gf talk about this all the time. We love mma, but hate violence in general. #weird #irony #fightingforpurseOK",irony
A Ford Focus driver not paying attention when the light turns green. It's the small things in life that make it worth living. #irony,irony
Was drinking my coffee out of this mug and I became so happy because I realized it will never apply to me 😄 #irony http://t.co/HBVg2BYBBE,irony
Shooting a #movie and we got #Bumblebeetuna in the snacks.  #Irony #IfJimCarreyCouldSeeMeNow https://t.co/lrlTUPmMLc,irony
Rusty. #rust #rusty #steel #random #regular #metal #metaliferous #irony #streetshots #urbanart… https://t.co/XlPfeXsYBJ,irony
Alanis Morrisette this is #irony in action. The peer get removed by laws he set up to remove peers who've misbehaved  http://t.co/fQDF6QcqVp,irony
Tarot card reader said my dad gave me a lot of money. I wonder if they can tell me where he is? I haven't seen him in 20 years #life #irony,irony
"“@liamjrouse: #Ironic this profile cant be more wrong no #feminist would behave this way right?!"" #slut #shameless #loyalty",irony
"@Iglome @notwaving @johnalexwood @mamasnark LOL, Scientology=bastardized PSYCHOLOGY mixed w/ sci fi (soul-spewing volcanoes LOL). #irony",irony
"#MeanwhileInFlorida: Woman with ""Won't Be Caught"" t-shirt finally gets caught http://t.co/HTkqSQwsvw #irony",irony
Coming to a digital conference and requiring your printed barcode/piece of paper to sign in... #irony #AdobeSymp,irony
I was telling a friend a few days ago how going to six flags is super gay as a date and gayer to go with just guy friends. #ironic,irony
Does anyone else think it's weird that Kaitlyn is terrified of BIRDS yet she has bird tattoos? #irony #Bachelorette #BachelorNation,irony
"Interesting that on the same day they pull the plug on the #Boston2024 bid, there's a brownout on the Green line. #Irony",irony
When yo jam comes on #irony #porterrobinson #edm #clariS #anime #kawaii (Vine by @DarrenGoh7) https://t.co/dGCJLeeABq,irony
@MailOnline @rickygervais oooosh and he's Taurus he really should of known #Irony #Taurusyouwillmeetsomeonehorneytoday,irony
.@wef using old How.Do studio pics to illustrate an on-it piece about millennials work-life balance. #irony  https://t.co/clEsppexDi,irony
@Froufrou42 @RackFocussed @raythemouse @Francesgracella I'm same. Sadists use our tolerance to twist knife. Better to delete them. #Ironic,irony
"25 Of The Most Ironic Things You Will Ever Read About
http://t.co/9Oq9NtgygT
#Irony http://t.co/HlBQoZiUna",irony
ThankU!! @SarahKSilverman 4 twatting 4 @TigNotaro Wife&amp;I Watched this wkend!! SOoooo freakin' #FUNNY #MOVING #IRONIC https://t.co/AcusaR4e4b,irony
"When I asked my dad what I should give my boss as a gift, he suggested a cigar. My boss is a cardiologist. He's getting a cigar. #irony",irony
"Africa is a bar. It's in Albany, Auckland, New Zealand #IfAfricaWasABar #Ironic #Comedy http://t.co/7n3zOVdoim",irony
#TheBachelorette should be called unreality TV. So far from reality it's not even funny. #irony #unromantic #blech,irony
@Scrumdotorg @dr_chuck I love that the title of the session OFFENSIVE BODY LANGUAGE is being yelled at me... #Irony #ButSeriouslyLooksGreat,irony
@donlemon ironic huh ? Neal Falls a serial killer.. Yet killed by his intended victim.. I love #irony don't you?,irony
"#irony is #Ferguson cleaning up 1 year later, after burning it to the ground, to celebrate a #thug who destroyed a citizen's career",irony
"@FreddieFrey yep. It's cool that people want to fight ""injustice"" but they can't deny other accounts of that just cos of their race #irony",irony
"man it's really funny when your always there for someone when they need something, but when you ask for a favor they blow you off.. #ironic",irony
"The color psychology...
The color #WHITE is ever so prevalent at #SandraBland's funeral
.
.
#Marketing101
#Irony
.
. http://t.co/iX9Cob3f9v",irony
"The day after Randy Johnson goes into the HOF, there's a @rushtheband concert in PHX &amp; @Dbacks play in Seattle #Irony http://t.co/QFwrUR4zRP",irony
Had a show on in the background... Didn't know what it was but thought the lady sound led like Kate Winslet. It was Kate Winslet. #ironic,irony
"@frankieboyle so what if you make jokes about the disabled,the government slashes their benefits which is not funny lol #ironic",irony
So I went to #threepools #oregon and the first thing I see is this. It was too #ironic to not take a… https://t.co/7pdB18oYxW,irony
"Is it weird that, as a gay man, my favorite song off of @jakemiller's newest EP is about girls shaking their asses? 
#Irony #ShakeIt #OhWell",irony
".@noprezzie2012 @kesgardner They would say Hannity is lying but apparently that is an ""attack"" #irony",irony
"@thehonestfoodco @rickygervais The great #irony is that when hunting is banned, poachers decimate wildlife. Owned animal populations thrive.",irony
"While playing with @ImagiNextCo Batcave, he said, ""There's @Target in it but it has no toys."" #ironic #bigbatcave http://t.co/945U1RfQ2R",irony
"#pnpcbc @RosieBarton @RobSilver as far as I can tell, NDP is winning the SocialMedia campaign &amp; that cost NADA $ ;) #irony",irony
@ohcherub I was pulling weeds and almost pulled these. I forgot the forget me nots. #irony http://t.co/NrP3RhomNO,irony
"It takes an entire term for this administration to legislate Freedom of Information. Is it really difficult to make this as a policy?
#irony",irony
"@MackDaddyToms @michaelhayes yea cause that's what's important to know right.  "" Mackdaddytoms"" questions other people's name. #irony",irony
"Come to @OBabysPizza 
Where you'll be discriminated for feeding your baby. #ironic 
https://t.co/9I5Y5osNMc",irony
"When @googlechrome takes a century to open, then crashes, and all help articles start with ""Step 1: In your Chrome browser..."" #irony #argh",irony
Thank you McDonald's commercial for playing that song I heard in @soulcycle the other day long enough for me to Shazam it #irony #tapitback,irony
"Reading tweets about the #Bachelorette finale and laughing out loud, only to realize there's nobody else here and I'm laughing alone #irony",irony
#TheBachelorette :A show based around an indecisive woman who is expected to make a decision. Plot twist- she's always torn! #irony,irony
"In the years since #Ironic was released, I wonder how many dictionaries #AlanisMorissette has been given",irony
#RIPKalam but #NoToModi ..... the guy who is a murderer and responsible for Muslim Genocide going to a Muslim funeral. #IRONY,irony
"Meek was mad Drake ain't tweet the album but did Meek RT Flex announcement for the ""response"" ? #Irony",irony
#IRONY On 1Jan16 @tfL will be only Municipal Bus Franchise in UK where Bus Drivers can access @CIRASchallenge Why? http://t.co/2pll5ccDNT,irony
@StilettoRoyalty Which makes sense considering the people who write the WWE come from soap opera backgrounds. #irony,irony
#Irony The Tamil Nadu schools are off today as a mark of mourning for #RIPAbdulKalam despite his express wish to the contrary! Sigh!,irony
"@eurohumph And then we put the trucks in a row on dedicated lanes, w/ the motor in one of them, and we have... a train. #irony",irony
Schools are closed for today as Kalam sir expired yesterday. And he once said 'Mark no national holiday on my death'. #Irony,irony
@nicky0472 @2ANow Be polite because what: They'll shoot you? #irony Looking at your pic I think you'll be ok,irony
@TIME Lord Sewell may be expelled from the House of Lords by the same rules/standards that he helped draft. #irony,irony
"Clay and Shelli talking about what kind of dogs they hate to pet. Meanwhile, Clay is petting Shelli. #ironic #bb17 #bblf #bbad",irony
"#USDA announces 46 million food stamp recipients!

#USForestServices signs: don't feed animals - else they become dependent

#irony",irony
"@dgwbirch Best thing is I can't even read the article because it is blocked by the ISP on the orders of Thai authorities, lol. #irony",irony
Billionaire founder of @SamuelAdamsBeer explains how he sparked a craft-beer revolution http://t.co/j6mnap7j8G via @businessinsider #ironic,irony
I asked ten people.. Of what would they remember Dr. Kalam for.... And all of them said his simplicity and rocket science. #irony,irony
"A woman complained to the train conductor about a young man's ""loud"" music after she'd had an animated conversation on her phone. #ironic",irony
"Seeing all my ""heys"" left unanswered but yet they have kids and are married already. #dodgingbulletz #irony #matrixthisbit",irony
#Nokia created a launcher for #Android and now #Microsoft has come up with one! @Microsoft What's happening here! #Ironic,irony
#Irony of India.. No value of education and companies prefer to hire undergraduates rather than hiring someone who is much more qualified.,irony
"Albatross
A metaphor meaning a psychological burden that feels like a curse.
#ironic #beach #vacation http://t.co/NzMgjlB0GF",irony
"Said a racist, homophobic, privileged Caucasian that refuses to let others be their true selves. #Irony #Hypocrite https://t.co/PIBAS0RZQS",irony
@NGfootyactivist  yes he's callous! Those who stole us blind and looted our commonwealth r humane &amp; compassionate! #paradox #Irony,irony
"@RBRNet9 @stephenasmith @HulkHogan So other people are idiots, but here you are lambasting an entire race in absolutist terms?!? #irony",irony
"@amazon We are asked for our password just to see our orders but no additional validation is needed in order to purchase something..
#ironic",irony
I am iron man. -Tony Stark (iron man) #ironmanquotes #irony #iron #man #TheIronyIsThatTheSuitIsntEvenMadeOfIron,irony
"@guardian says that @UKLabour is being infiltrated by ""hard left &amp; Tories"" in Corbyn election. Not the hard right, then? #irony",irony
"#Irony @HackedCom bashes ""sensationalist press"" yet yells ""confirmed"" at ""inconclusive results"" #fail https://t.co/MDTtpbL9ZD",irony
Mr Putin reckons #SeppBlatter should have a Nobel Peace Prize. That's like Ron Jeremy saying that Pinocchio is a filthy pervert. #wtf #irony,irony
"#Irony is whn a ex president works more than a prsnt president till his last breath.. (Y)
.
#RESPECT
#RIP-AbdulKalamSir :(",irony
I'm not sure what to make of this juxtaposition on the Twitter feed this morning. #Prophecy or #irony ? http://t.co/kvqu0uX7Ej,irony
"because if my life wasn't enough of a shit show, @BuzzFeed has a ""John Tucker Must Die "" quiz on their front page #irony",irony
My iPhone just crashed and reset itself as I was loading the Apple website. Dafauq... You had one job! #ironic #GetYourShitTogether #apple,irony
"""wait a minute, you're NOT a virgin and you could be PREGNANT?""  #wisdom #irony #inconceivable #TheBachelorette",irony
"Everyone sharing #Kalamsir 's ""Do not declare holiday.."" message. Meanwhile just heard tht  Rajya Sabha is adjourned for today also. #irony",irony
First time a guerrilla force chooses to hold territory is when we hesitate to put #BootsOnGround. #Ironic wot? @Finchwood142 #PBI #R4Today,irony
"@JoeMengeleMD yes, Miranda v. Arizona. Plus mimes can't unambiguously invoke that right since they won't speak. #irony",irony
All the girls who preach about girls needing to be nice and all this crap are some of the meanest girls I know #irony,irony
